id,room_type,price_per_night,minimum_nights,rating,number_of_reviews,availability,neighbourhood_group,neighbourhood,latitude,longitude
205485,Entire home/apt,185,3,4.9,155,232,Brooklyn,Bedford-Stuyvesant,40.68339,-73.94034
225976,Entire home/apt,80,4,4.57,94,181,Staten Island,Shore Acres,40.61019,-74.06757
270315,Private room,55,30,4.76,18,364,Brooklyn,Bedford-Stuyvesant,40.68611,-73.93089
205867,Entire home/apt,120,4,4.75,137,130,Brooklyn,Williamsburg,40.72002,-73.94238
270345,Entire home/apt,250,5,4.79,34,191,Manhattan,East Village,40.72499,-73.99198
206316,Entire home/apt,157,30,4.75,4,0,Brooklyn,Fort Greene,40.6878,-73.97253
271694,Entire home/apt,125,365,4.11,19,0,Manhattan,Midtown,40.75282,-73.97315
226021,Entire home/apt,304,30,4.92,242,142,Brooklyn,Williamsburg,40.71137,-73.9465
272026,Entire home/apt,88,85,4.29,21,364,Manhattan,Washington Heights,40.85754,-73.92887
227495,Entire home/apt,205,30,4.58,104,26,Manhattan,Upper West Side,40.78764,-73.97274
206957,Private room,72,14,4.61,129,38,Brooklyn,Sheepshead Bay,40.5847,-73.94088
272044,Entire home/apt,282,3,4.78,93,351,Manhattan,Lower East Side,40.72123,-73.98451
208148,Entire home/apt,185,30,4.82,14,0,Brooklyn,Williamsburg,40.71955,-73.95471
227715,Entire home/apt,134,30,4.6,260,355,Brooklyn,Bedford-Stuyvesant,40.6805,-73.94885
274329,Entire home/apt,68,30,4.41,138,184,Queens,Ridgewood,40.70749,-73.916
325429,Entire home/apt,185,4,4.79,149,243,Manhattan,Upper East Side,40.77534,-73.95106
274743,Entire home/apt,95,15,0.0,1,193,Manhattan,Upper East Side,40.77549,-73.95128
326832,Entire home/apt,162,30,4.66,37,0,Manhattan,Upper East Side,40.77516,-73.9537
228317,Entire home/apt,175,30,4.9,92,326,Brooklyn,Bedford-Stuyvesant,40.68463,-73.92367
274995,Entire home/apt,150,30,4.5,8,180,Brooklyn,Crown Heights,40.66824,-73.9617
228925,Entire home/apt,100,30,4.63,11,0,Brooklyn,Bedford-Stuyvesant,40.68098,-73.94023
328040,Entire home/apt,349,5,4.77,39,166,Manhattan,Murray Hill,40.74838,-73.98214
275976,Entire home/apt,100,30,4.71,237,196,Brooklyn,Bedford-Stuyvesant,40.68413,-73.93538
328744,Entire home/apt,215,2,4.87,130,114,Brooklyn,Crown Heights,40.66763,-73.95836
230877,Entire home/apt,160,30,4.9,122,320,Manhattan,East Harlem,40.79147,-73.94629
231154,Private room,75,30,4.18,31,0,Queens,Jamaica,40.67144,-73.76501
276317,Entire home/apt,650,3,4.86,173,306,Brooklyn,Prospect Heights,40.67782,-73.97205
232612,Entire home/apt,138,3,4.85,464,83,Brooklyn,Bedford-Stuyvesant,40.685,-73.94262
329310,Entire home/apt,400,14,4.82,23,163,Manhattan,Chinatown,40.71502,-73.9917
278090,Private room,60,7,4.49,269,339,Manhattan,East Harlem,40.79241,-73.93805
332208,Private room,125,7,0.0,2,351,Brooklyn,Greenpoint,40.72617,-73.95264
333323,Private room,124,6,4.75,168,272,Manhattan,Hell's Kitchen,40.76269,-73.99361
232775,Entire home/apt,195,181,5.0,4,54,Brooklyn,Williamsburg,40.72113,-73.95658
233638,Private room,89,2,4.7,21,365,Queens,Ridgewood,40.70132,-73.90883
278145,Private room,45,30,3.67,3,0,Queens,Astoria,40.77128,-73.91939
334607,Entire home/apt,200,30,4.67,52,0,Brooklyn,Williamsburg,40.71529,-73.96032
278876,Private room,60,30,0.0,1,0,Brooklyn,Crown Heights,40.66883,-73.95296
235515,Private room,56,3,4.77,96,355,Queens,Richmond Hill,40.70148,-73.82972
235552,Entire home/apt,300,30,4.92,38,212,Brooklyn,South Slope,40.66386,-73.98519
279857,Private room,1100,4,4.87,204,218,Brooklyn,Bedford-Stuyvesant,40.68607,-73.95536
235651,Private room,110,30,4.88,86,297,Manhattan,Chelsea,40.74168,-74.00339
334781,Private room,60,1,4.86,50,163,Manhattan,Harlem,40.82904,-73.93892
281521,Entire home/apt,200,30,0.0,1,0,Manhattan,West Village,40.73853,-74.00292
336055,Private room,36,30,5.0,16,309,Bronx,Co-op City,40.86773,-73.82023
281756,Entire home/apt,145,7,4.72,26,155,Brooklyn,Greenpoint,40.73243,-73.95716
342995,Private room,120,6,4.79,93,66,Manhattan,Harlem,40.81319,-73.94194
235951,Entire home/apt,155,29,4.68,156,191,Manhattan,Midtown,40.75408,-73.97071
281851,Private room,130,5,4.92,131,258,Manhattan,Harlem,40.8078,-73.95232
235960,Entire home/apt,170,30,4.69,113,314,Manhattan,Lower East Side,40.72113,-73.98442
282443,Entire home/apt,88,30,4.74,77,0,Manhattan,Chinatown,40.7159,-73.99103
236671,Entire home/apt,200,30,4.78,165,0,Brooklyn,Williamsburg,40.71732,-73.95561
343276,Private room,125,5,4.88,184,74,Manhattan,Hell's Kitchen,40.75622,-73.99455
282977,Private room,135,3,4.82,298,155,Brooklyn,Park Slope,40.6732,-73.97998
343971,Private room,200,1,4.54,56,179,Manhattan,Harlem,40.83243,-73.94817
237162,Private room,71,3,4.45,59,357,Queens,Richmond Hill,40.70017,-73.83186
283550,Entire home/apt,175,30,4.7,10,0,Manhattan,Hell's Kitchen,40.75981,-73.99138
239733,Entire home/apt,75,30,4.87,58,279,Queens,Ditmars Steinway,40.77539,-73.91709
344092,Entire home/apt,70,18,4.84,19,0,Brooklyn,Sunset Park,40.64368,-74.02102
346579,Entire home/apt,142,150,5.0,4,32,Manhattan,Lower East Side,40.71932,-73.98364
286662,Entire home/apt,120,3,4.84,334,60,Brooklyn,Crown Heights,40.67223,-73.95556
239899,Entire home/apt,65,30,5.0,7,0,Brooklyn,Prospect-Lefferts Gardens,40.66278,-73.95886
286838,Private room,75,30,4.66,101,0,Manhattan,Harlem,40.80748,-73.95589
239934,Entire home/apt,340,12,4.68,43,0,Manhattan,East Village,40.73193,-73.98511
350168,Entire home/apt,175,30,4.22,10,187,Brooklyn,Park Slope,40.67534,-73.98345
287397,Entire home/apt,86,30,4.12,52,90,Brooklyn,Bedford-Stuyvesant,40.69049,-73.93212
351859,Entire home/apt,302,4,4.96,139,316,Manhattan,Chelsea,40.74828,-73.9917
242643,Entire home/apt,146,2,4.65,51,304,Brooklyn,Williamsburg,40.70652,-73.93991
287408,Entire home/apt,182,10,4.93,76,0,Manhattan,Hell's Kitchen,40.76198,-73.99361
244649,Private room,50,2,0.0,0,0,Manhattan,Upper West Side,40.79824,-73.96863
352651,Private room,83,5,4.44,11,142,Brooklyn,Prospect-Lefferts Gardens,40.66,-73.95203
287845,Entire home/apt,276,30,4.98,129,297,Brooklyn,Carroll Gardens,40.67933,-73.995
353317,Private room,140,30,4.39,161,111,Manhattan,Chinatown,40.71481,-73.99059
355106,Private room,63,30,4.8,44,308,Brooklyn,Prospect-Lefferts Gardens,40.66257,-73.95761
355563,Entire home/apt,500,30,0.0,0,164,Brooklyn,Carroll Gardens,40.68461,-73.98984
288726,Private room,109,4,4.71,60,0,Manhattan,Little Italy,40.719,-73.99764
363016,Entire home/apt,134,30,5.0,3,0,Queens,Maspeth,40.72678,-73.90448
367810,Private room,150,5,5.0,11,65,Brooklyn,Greenpoint,40.73626,-73.95634
245544,Private room,50,3,4.68,117,8,Bronx,Kingsbridge,40.8666,-73.90061
245574,Entire home/apt,142,3,4.64,261,257,Brooklyn,Bedford-Stuyvesant,40.68921,-73.95439
289020,Entire home/apt,188,30,4.53,15,0,Manhattan,East Village,40.72976,-73.98684
373618,Private room,237,2,4.97,115,85,Brooklyn,Williamsburg,40.72038,-73.95885
289665,Entire home/apt,450,20,4.82,157,0,Manhattan,West Village,40.72864,-74.00453
378460,Entire home/apt,110,31,4.69,17,295,Manhattan,Hell's Kitchen,40.75855,-73.99189
380416,Entire home/apt,66,30,5.0,26,24,Brooklyn,Park Slope,40.67566,-73.97949
246351,Entire home/apt,139,1,4.25,5,0,Manhattan,Gramercy,40.73693,-73.98129
247562,Private room,71,3,4.59,58,355,Queens,Richmond Hill,40.7012,-73.83151
289703,Entire home/apt,249,30,5.0,8,0,Manhattan,SoHo,40.72533,-73.9972
248865,Entire home/apt,365,1,4.74,38,124,Brooklyn,Greenpoint,40.73756,-73.9535
380730,Entire home/apt,50,30,5.0,3,0,Brooklyn,Sheepshead Bay,40.59556,-73.94998
290123,Entire home/apt,187,30,4.88,8,115,Manhattan,Flatiron District,40.742886,-73.9907
385657,Private room,70,9,0.0,2,0,Brooklyn,Williamsburg,40.70364,-73.93484
249414,Entire home/apt,246,4,4.83,6,0,Manhattan,West Village,40.73273,-74.00041
292121,Entire home/apt,157,30,4.83,6,277,Manhattan,Hell's Kitchen,40.76387,-73.98742
249618,Private room,125,60,3.75,4,0,Manhattan,Washington Heights,40.85099,-73.92822
385824,Entire home/apt,151,2,4.74,133,311,Bronx,Spuyten Duyvil,40.88095,-73.91701
292324,Private room,80,30,4.0,6,35,Manhattan,Hell's Kitchen,40.76314,-73.9868
386744,Private room,120,30,4.65,104,64,Manhattan,Upper East Side,40.77,-73.95842
292637,Entire home/apt,100,30,0.0,0,0,Brooklyn,Crown Heights,40.67452,-73.96174
386799,Entire home/apt,250,3,4.85,116,0,Manhattan,Midtown,40.7616,-73.97715
249704,Entire home/apt,157,30,4.73,25,282,Brooklyn,Williamsburg,40.71065,-73.94102
294227,Entire home/apt,365,1,4.83,51,124,Brooklyn,Greenpoint,40.73778,-73.95366
249867,Private room,100,30,4.71,7,365,Brooklyn,Bedford-Stuyvesant,40.68532,-73.91881
250323,Entire home/apt,122,30,4.38,49,0,Manhattan,Chinatown,40.71643,-73.99931
387666,Private room,99,30,4.9,10,147,Manhattan,Washington Heights,40.83521,-73.93836
294242,Entire home/apt,365,1,4.81,88,124,Brooklyn,Greenpoint,40.73778,-73.95366
389482,Private room,75,30,4.77,58,365,Queens,Briarwood,40.71215,-73.81692
251277,Private room,199,2,4.94,197,320,Manhattan,Upper West Side,40.78615,-73.97394
294250,Entire home/apt,194,6,4.8,138,18,Manhattan,Upper West Side,40.77702,-73.97904
394111,Private room,75,30,4.54,16,365,Queens,Briarwood,40.71044,-73.81703
294259,Entire home/apt,365,1,4.81,151,124,Brooklyn,Greenpoint,40.73778,-73.95366
396636,Entire home/apt,135,30,4.73,42,193,Manhattan,Harlem,40.82903,-73.94204
252865,Private room,55,30,4.8,5,0,Brooklyn,Prospect Heights,40.67882,-73.97224
294263,Entire home/apt,365,1,4.88,145,120,Brooklyn,Greenpoint,40.73778,-73.95366
253466,Entire home/apt,365,1,4.81,49,124,Brooklyn,Greenpoint,40.73756,-73.9535
397034,Private room,126,30,4.68,25,240,Manhattan,Upper West Side,40.78221,-73.98357
294280,Entire home/apt,365,1,4.9,45,124,Brooklyn,Greenpoint,40.73778,-73.95366
253471,Entire home/apt,365,1,4.79,31,124,Brooklyn,Greenpoint,40.73756,-73.9535
295231,Private room,63,30,0.0,1,0,Brooklyn,Williamsburg,40.70951,-73.95015
253475,Entire home/apt,365,1,4.85,85,124,Brooklyn,Greenpoint,40.73756,-73.9535
253590,Private room,205,30,4.77,23,173,Manhattan,Upper West Side,40.79846,-73.96512
400039,Entire home/apt,130,30,4.63,53,0,Brooklyn,Bushwick,40.70267,-73.92716
295998,Entire home/apt,300,30,4.93,55,9,Manhattan,Upper West Side,40.79131,-73.9694
403668,Entire home/apt,200,14,5.0,17,37,Manhattan,East Village,40.7294,-73.98042
253800,Entire home/apt,365,1,4.76,34,124,Brooklyn,Greenpoint,40.73756,-73.9535
296361,Private room,59,30,4.79,63,0,Queens,Elmhurst,40.73849,-73.87232
253803,Entire home/apt,365,1,4.9,32,124,Brooklyn,Greenpoint,40.73756,-73.9535
253806,Entire home/apt,365,1,4.81,50,124,Brooklyn,Greenpoint,40.73756,-73.9535
403712,Entire home/apt,300,30,5.0,6,0,Manhattan,East Village,40.72968,-73.98687
296717,Private room,55,7,4.5,21,168,Brooklyn,Bedford-Stuyvesant,40.68907,-73.95384
404923,Entire home/apt,131,3,4.72,312,295,Brooklyn,Windsor Terrace,40.64788,-73.97837
253811,Entire home/apt,365,1,4.78,70,124,Brooklyn,Greenpoint,40.73756,-73.9535
253815,Entire home/apt,365,1,4.83,81,124,Brooklyn,Greenpoint,40.73756,-73.9535
298759,Private room,55,30,4.59,43,323,Brooklyn,Bedford-Stuyvesant,40.68435,-73.94825
253828,Private room,449,1,5.0,12,299,Brooklyn,Greenpoint,40.73756,-73.9535
407469,Private room,75,31,4.49,116,0,Brooklyn,Bushwick,40.68879,-73.91635
299062,Private room,120,30,0.0,0,0,Manhattan,Upper East Side,40.77433,-73.95339
408491,Entire home/apt,145,30,0.0,0,0,Manhattan,West Village,40.73633,-73.99925
253839,Private room,429,1,4.88,8,124,Brooklyn,Greenpoint,40.73756,-73.9535
299531,Entire home/apt,152,3,4.53,147,308,Brooklyn,East New York,40.66646,-73.89254
253842,Private room,329,1,4.89,9,146,Brooklyn,Greenpoint,40.73756,-73.9535
408983,Entire home/apt,369,5,4.77,124,270,Brooklyn,Prospect-Lefferts Gardens,40.65914535522461,-73.95812225341797
301372,Private room,45,30,4.67,27,0,Brooklyn,Fort Greene,40.6857,-73.97388
409262,Entire home/apt,333,30,4.89,33,63,Brooklyn,Boerum Hill,40.68561,-73.98919
253846,Hotel room,299,1,4.73,30,123,Brooklyn,Greenpoint,40.73756,-73.9535
302238,Entire home/apt,264,30,4.6,7,244,Manhattan,Harlem,40.80752,-73.94778
253988,Private room,160,7,5.0,4,11,Brooklyn,Fort Greene,40.68604,-73.9697
254168,Private room,608,1,5.0,7,34,Brooklyn,Greenpoint,40.73756,-73.9535
409666,Entire home/apt,75,30,4.83,9,0,Brooklyn,Brighton Beach,40.5767,-73.95565
411918,Entire home/apt,200,29,4.75,171,181,Brooklyn,Crown Heights,40.67128,-73.94307
302280,Entire home/apt,200,30,3.43,10,262,Manhattan,Harlem,40.8058,-73.94759
254409,Entire home/apt,110,1,0.0,2,0,Brooklyn,Clinton Hill,40.68136,-73.9654
302309,Entire home/apt,300,30,4.4,6,268,Manhattan,Harlem,40.80528,-73.94742
413504,Private room,152,4,4.93,170,121,Brooklyn,Williamsburg,40.71294,-73.94461
302705,Private room,60,30,5.0,4,188,Manhattan,Upper East Side,40.77298,-73.95813
415304,Entire home/apt,175,30,0.0,1,0,Manhattan,East Village,40.73161,-73.98484
255476,Private room,95,14,4.93,43,1,Brooklyn,Williamsburg,40.71134819720268,-73.95338679325236
302758,Entire home/apt,150,7,4.5,12,83,Manhattan,East Harlem,40.79675,-73.93634
255601,Entire home/apt,232,4,4.56,235,278,Brooklyn,Bedford-Stuyvesant,40.69101,-73.95018
416557,Entire home/apt,150,30,4.64,48,336,Brooklyn,Greenpoint,40.72292,-73.94577
303264,Entire home/apt,225,30,4.5,7,338,Manhattan,Harlem,40.8073,-73.94575
255957,Entire home/apt,495,30,4.95,29,298,Manhattan,Nolita,40.72032,-73.99462
305211,Entire home/apt,238,3,4.83,333,37,Brooklyn,Williamsburg,40.71453,-73.96091
257097,Entire home/apt,193,30,4.86,38,173,Brooklyn,Bedford-Stuyvesant,40.68278,-73.95549
417685,Entire home/apt,180,2,4.69,323,147,Brooklyn,South Slope,40.66481,-73.97776
305245,Entire home/apt,250,30,4.5,9,285,Manhattan,Harlem,40.80557,-73.94801
418568,Entire home/apt,205,30,0.0,0,321,Brooklyn,Williamsburg,40.71485131230764,-73.95139209393388
258688,Entire home/apt,375,4,4.74,57,0,Manhattan,West Village,40.74024,-74.00584
306799,Private room,67,30,4.6,129,0,Brooklyn,Bushwick,40.70674,-73.91959
419792,Entire home/apt,275,7,5.0,5,0,Manhattan,Lower East Side,40.71811,-73.98478
423015,Private room,35,20,4.75,36,32,Brooklyn,Bedford-Stuyvesant,40.68877,-73.95408
310325,Private room,75,30,4.17,34,335,Manhattan,Harlem,40.82359,-73.94601
258690,Entire home/apt,195,365,5.0,10,0,Manhattan,Chelsea,40.74642,-74.00411
310524,Private room,120,2,4.93,71,270,Brooklyn,Bedford-Stuyvesant,40.69533,-73.96058
258740,Private room,58,1,4.85,143,0,Manhattan,Harlem,40.81847,-73.94623
423275,Entire home/apt,150,30,4.74,45,363,Queens,Astoria,40.76456,-73.91749
425423,Private room,45,30,4.77,18,307,Bronx,Co-op City,40.86637,-73.82048
311356,Private room,107,2,4.67,123,310,Queens,Ridgewood,40.70167,-73.90927
428226,Private room,56,2,4.97,73,5,Brooklyn,Crown Heights,40.67251,-73.95661
258930,Entire home/apt,95,30,4.67,4,0,Manhattan,Chinatown,40.71517,-73.99376
261259,Entire home/apt,145,7,4.56,11,0,Manhattan,West Village,40.73146,-74.00448
312415,Private room,120,3,4.72,69,1,Manhattan,Theater District,40.75672,-73.99003
261674,Private room,95,30,4.95,20,0,Manhattan,Chelsea,40.74101,-74.00006
430427,Private room,40,30,4.9,13,0,Manhattan,Washington Heights,40.83559,-73.94095
314982,Private room,101,5,4.74,175,201,Manhattan,East Village,40.73216,-73.98678
430665,Entire home/apt,250,30,4.83,8,0,Manhattan,Upper West Side,40.79288,-73.9642
431865,Entire home/apt,332,4,4.94,102,292,Manhattan,Washington Heights,40.834026,-73.939507
261781,Entire home/apt,375,30,4.75,8,0,Manhattan,West Village,40.73221,-74.00448
262405,Entire home/apt,101,14,4.59,75,0,Brooklyn,East Flatbush,40.6446,-73.94184
318021,Private room,110,3,4.96,83,172,Manhattan,Harlem,40.80272,-73.95316
262478,Private room,120,30,4.91,11,0,Manhattan,Lower East Side,40.71881,-73.9879
432090,Private room,50,30,4.94,69,0,Queens,Long Island City,40.7464,-73.94807
432823,Entire home/apt,350,3,4.71,7,360,Brooklyn,Park Slope,40.67634,-73.97666
319646,Entire home/apt,110,31,4.74,27,326,Queens,Bayside,40.75537,-73.77159
433218,Entire home/apt,130,30,4.92,49,0,Brooklyn,Prospect Heights,40.67793,-73.9702
320877,Entire home/apt,232,30,4.68,26,0,Brooklyn,Williamsburg,40.71075,-73.95773
262583,Entire home/apt,350,4,4.46,258,110,Manhattan,West Village,40.73219,-74.00289
321014,Entire home/apt,275,5,4.78,18,0,Manhattan,Gramercy,40.73231,-73.98469
263005,Entire home/apt,155,20,4.67,129,34,Brooklyn,Fort Greene,40.69643,-73.97698
433414,Entire home/apt,150,30,4.85,108,161,Brooklyn,Clinton Hill,40.68566,-73.96781
433914,Entire home/apt,105,30,4.55,65,303,Brooklyn,East New York,40.67321943057468,-73.8810864659663
321136,Entire home/apt,172,4,4.84,72,14,Manhattan,Washington Heights,40.83249,-73.94466
437352,Entire home/apt,120,89,4.95,20,218,Brooklyn,South Slope,40.66902,-73.98884
263232,Entire home/apt,157,30,0.0,1,53,Manhattan,Harlem,40.82176,-73.94522
322037,Entire home/apt,250,30,4.82,284,300,Brooklyn,Williamsburg,40.71923,-73.9582
453317,Private room,59,6,4.83,7,0,Brooklyn,Bedford-Stuyvesant,40.69039,-73.95418
437906,Entire home/apt,350,30,4.75,4,0,Manhattan,East Village,40.72843,-73.98014
322604,Private room,146,1,4.95,242,28,Brooklyn,Greenpoint,40.71872,-73.95277
438513,Entire home/apt,130,4,4.7,146,68,Brooklyn,Prospect-Lefferts Gardens,40.65712,-73.96105
454334,Private room,65,30,5.0,3,0,Manhattan,Harlem,40.81669,-73.94267
454763,Entire home/apt,99,30,4.82,11,235,Manhattan,Inwood,40.86667,-73.91813
324800,Entire home/apt,160,30,4.76,25,0,Brooklyn,Williamsburg,40.71376,-73.94326
455734,Entire home/apt,132,30,4.6,170,105,Manhattan,Inwood,40.86909,-73.9239
439750,Private room,55,150,4.75,10,309,Brooklyn,Williamsburg,40.71559,-73.94289
538344,Entire home/apt,214,2,4.72,302,79,Manhattan,East Village,40.72814,-73.97912
439870,Entire home/apt,425,45,0.0,2,279,Brooklyn,Park Slope,40.66943,-73.98188
455801,Private room,100,8,4.85,109,0,Manhattan,Harlem,40.80705,-73.95202
456110,Entire home/apt,139,30,4.45,22,0,Manhattan,Chelsea,40.74812,-73.99603
538465,Entire home/apt,106,30,4.75,36,160,Manhattan,Inwood,40.86065,-73.93507
456190,Entire home/apt,206,3,4.67,421,34,Manhattan,West Village,40.73491,-74.0058
442636,Entire home/apt,80,30,4.73,330,121,Queens,Ridgewood,40.699,-73.90295
538590,Private room,130,30,4.65,74,365,Queens,Astoria,40.75912,-73.919
442649,Entire home/apt,125,30,5.0,11,0,Manhattan,Chelsea,40.74567,-73.99991
456457,Entire home/apt,315,30,4.5,7,0,Manhattan,Greenwich Village,40.73143,-74.00105
540057,Entire home/apt,218,2,4.88,248,184,Manhattan,Harlem,40.82335,-73.95322
456578,Private room,100,30,0.0,1,87,Manhattan,Washington Heights,40.85209,-73.93941
541725,Entire home/apt,299,2,4.93,41,0,Brooklyn,Williamsburg,40.71981,-73.96053
443646,Entire home/apt,160,30,4.54,41,94,Manhattan,Upper West Side,40.78935,-73.97225
543792,Entire home/apt,125,7,4.75,145,99,Queens,Ridgewood,40.70873,-73.91732
444430,Private room,52,30,4.9,23,0,Bronx,Mott Haven,40.81081,-73.9237
457829,Entire home/apt,264,5,4.25,227,152,Manhattan,East Village,40.72899,-73.98975
544039,Entire home/apt,120,30,0.0,0,0,Brooklyn,Sunset Park,40.64445,-74.00279
459066,Entire home/apt,150,30,4.55,23,0,Manhattan,Upper East Side,40.76719,-73.95303
447766,Private room,101,30,0.0,1,216,Manhattan,Kips Bay,40.73958,-73.98143
544331,Entire home/apt,105,12,4.87,23,0,Manhattan,Upper East Side,40.77471,-73.94893
448011,Entire home/apt,190,2,4.8,15,88,Brooklyn,Clinton Hill,40.68884,-73.9644
545261,Private room,200,30,0.0,2,365,Brooklyn,Clinton Hill,40.68955,-73.96681
460999,Entire home/apt,100,30,4.5,9,25,Manhattan,Harlem,40.81431,-73.94788
545586,Entire home/apt,499,4,4.73,19,71,Brooklyn,Williamsburg,40.70977,-73.95917
463042,Entire home/apt,280,3,4.84,85,57,Manhattan,SoHo,40.72371,-73.99663
448049,Private room,120,30,4.16,56,365,Queens,Jackson Heights,40.74944,-73.89292
545651,Private room,76,4,4.5,19,18,Brooklyn,Prospect-Lefferts Gardens,40.66051,-73.95078
449034,Private room,157,1,4.62,167,158,Brooklyn,Williamsburg,40.71811,-73.95456
548184,Private room,199,30,0.0,0,0,Brooklyn,Greenpoint,40.72515,-73.95153
449660,Private room,80,30,4.86,127,365,Brooklyn,Windsor Terrace,40.64885,-73.97453
463107,Entire home/apt,250,90,4.9,20,339,Brooklyn,Crown Heights,40.66786,-73.93783
464231,Private room,65,30,0.0,2,0,Brooklyn,Bedford-Stuyvesant,40.68905,-73.9541
549873,Entire home/apt,90,30,4.8,5,0,Manhattan,East Village,40.72594,-73.98219
550653,Private room,56,60,4.8,6,303,Brooklyn,Windsor Terrace,40.66014,-73.98311
465706,Entire home/apt,197,3,4.73,11,189,Manhattan,Upper West Side,40.79903,-73.96297
